item_id,name,discount_price,percentage_discount,regular_price,date_added,url
702183,Karta graficzna Gainward RTX 4070 Ti Panther 12GB,NA,NA,NA,2023-07-26,https://www.pepper.pl/promocje/rtx-4070-ti-panther-12gb-702183
702185,Sok 100% tłoczony jabłkowo-wiśniowy (30% soku tłoczonego wiśniowego) 3l,9.99,NA,NA,2023-07-26,https://www.pepper.pl/promocje/sok-tloczony-jablkowo-wisniowy-30-soku-tloczonego-wisniowego-3l-702185
702184,Frytkownica niskotłuszczowa Blaupunkt AFD601 1500 W + Spinner gratis,341.77,-7.0,369.0,2023-07-26,https://www.pepper.pl/promocje/frytkownica-niskotluszczowa-blaupunkt-afd601-1500-w-spinner-gratis-702184
702181,"Bezprzewodowy odkurzacz pionowy Proscenic P11 Smart (650 ml zbiornik, 30 KPa, 450 W) / $108,78 @ Geekbuying.com",434.56,-27.0,599.0,2023-07-26,https://www.pepper.pl/promocje/bezprzewodowy-odkurzacz-pionowy-proscenic-p11-smart-650-ml-zbiornik-30-kpa-450-w-at-geekbuyingcom-702181
702180,Fasolka szparagowa luz 1kg @Netto,7.99,NA,NA,2023-07-26,https://www.pepper.pl/promocje/fasolka-szparagowa-luz-1kg-at-netto-702180
702179,"Maxi-Cosi Fotelik samochodowy ""Mica Pro Eco I-Size""",1241.99,NA,NA,2023-07-26,https://www.pepper.pl/promocje/maxi-cosi-mica-pro-eco-702179
702178,DRON DJI Mavic Air 3,5249.0,-3.0,5399.0,2023-07-26,https://www.pepper.pl/promocje/dron-dji-mavic-air-3-702178
702177,Karta graficzna PNY RTX 3060 Ti 8GB,1449.0,NA,NA,2023-07-26,https://www.pepper.pl/promocje/karta-graficzna-pny-rtx-3060-ti-8gb-702177
702176,"Borówka opakowanie 500g 1kg=15,98zł @Netto",7.99,NA,NA,2023-07-26,https://www.pepper.pl/promocje/borowka-opakowanie-500g-1kg1598zl-at-netto-702176
702175,"Zegarek Garmin Forerunner 255 Basic , koperta 46 mm, kolor szary [ 254,25 € + wysyłka 5,99 € ]",1127.5,NA,NA,2023-07-26,https://www.pepper.pl/promocje/zegarek-garmin-forerunner-255-basic-koperta-46-mm-kolor-szary-25425-eur-wysylka-599-eur-702175
702173,Samyang Carbonara / Hot Chicken Flavor Ramen,7.0,NA,NA,2023-07-26,https://www.pepper.pl/promocje/samyang-carbonara-hot-chicken-flavor-ramen-702173
702172,Sierpień: 2 noce dla dwóch osób w Boutique Hotel's we Wrocławiu ze śniadaniami @ Travelist,418.0,-18.0,511.0,2023-07-26,https://www.pepper.pl/promocje/sierpien-2-noce-dla-dwoch-osob-w-boutique-hotels-we-wroclawiu-ze-sniadaniami-at-travelist-702172
702168,[winyl] Rammstein - Zick Zack,NA,NA,NA,2023-07-26,https://www.pepper.pl/promocje/vinyl-rammstein-zick-zack-702168
702167,Loveboxxx zestaw startowy - fioletowe gadżety,172.99,-40.0,290.0,2023-07-26,https://www.pepper.pl/promocje/loveboxxx-zestaw-startowy-fioletowe-gadzety-dla-szukajacych-mocnych-wrazen-d-702167
702166,Przedsprzedaż Samsung Galaxy,NA,NA,NA,2023-07-26,https://www.pepper.pl/kupony/przedsprzedaz-samsung-galaxy-702166
702164,YOUR MUSIC FESTIVAL 2023 - WEJŚCIE FREE ( Drzewica woj. łódzkie),NA,NA,NA,2023-07-26,https://www.pepper.pl/promocje/your-music-festival-2023-wejscie-free-drzewica-woj-lodzkie-702164
702163,"Klimatyzator Split, Pompa ciepła powietrze - powietrze BEKO BEHPGH 3500W 120/BEHPGH 121 WiFi z usługą montażu @ MediaExpert",3499.0,-14.0,4049.0,2023-07-26,https://www.pepper.pl/promocje/klimatyzator-split-pompa-ciepla-powietrze-powietrze-beko-behpgh-3500w-120behpgh-121-wifi-z-usluga-montazu-at-mediaexpert-702163
702162,"Składany panel solarny KROAK K-SP02 60W 19.8V (DC, USB-C, USB, 350*340 mm) | Wysyłka z ES | $39.99 @ Banggood",159.85,-27.0,219.79,2023-07-26,https://www.pepper.pl/promocje/skladany-panel-solarny-kroak-k-sp02-60w-198v-dc-usb-c-usb-350340-mm-wysylka-z-es-3999-at-banggood-702162
