"item_id","name","discount_price","percentage_discount","regular_price","date_added","url"
"693426","Noc Jazzu Kraków 2023 - wstęp darmowy [15.07.2023]","NA","NA","NA","03-07-2023","https://www.pepper.pl/promocje/noc-jazzu-krakow-2023-wstep-darmowy-693426"
"693423","Rayman Legends za 9,47 zł z Węgierskiego Xbox Store @ Xbox One / Xbox Series X|S","9.47","-60.0","23.59","03-07-2023","https://www.pepper.pl/promocje/rayman-legends-za-947-zl-z-wegierskiego-xbox-store-at-xbox-one-xbox-series-xs-693423"
"693418","Rower szosowy Trek Domane AL 2 Disc","NA","-19.0","4719.0","03-07-2023","https://www.pepper.pl/promocje/rower-szosowy-trek-domane-al-2-disc-693418"
"693422","Płyn do prania Lvela 4,5 l w promocji @euro.com","33.99","NA","NA","03-07-2023","https://www.pepper.pl/promocje/plyn-do-prania-lvela-45-l-w-promocji-at-eurocom-693422"
"693421","Spodnie Lee Marcos Jeans Mężczyźni","144.0","-52.0","299.0","03-07-2023","https://www.pepper.pl/promocje/lee-marcos-jeans-mezczyzni-duzo-rozmiarow-693421"
"693420","Zmywarka AEG FFBM5261ZM 60cm","NA","-23.0","1999.0","03-07-2023","https://www.pepper.pl/promocje/zmywarka-aeg-ffbm5261zm-60cm-693420"
"693417","Żarówka LED Philips 10W 1055 lm (75W) E27 4000 K - 2 sztuki - 6,49 zł/szt - tylko odbiór osobisty w sklepie","12.99","NA","NA","03-07-2023","https://www.pepper.pl/promocje/zarowka-led-philips-10w-1055-lm-75w-e27-4000-k-2-sztuki-649-zlszt-tylko-odbior-osobisty-w-sklepie-693417"
"693414","Osuszacz powietrza Ariston Deos 12 (do 35 m2, 12l/24h)","449.0","-25.0","599.0","03-07-2023","https://www.pepper.pl/promocje/osuszacz-powietrza-ariston-deos-12-do-35-m2-12l24h-693414"
"693413","Rower elektryczny INDIANA E4000 D17 26 cali Czarny (wybrane sklepy)","2999.99","-14.0","3499.0","03-07-2023","https://www.pepper.pl/promocje/rower-elektryczny-693413"
"693408","Rower szosowy Bianchi Sprint 105 Di2 Disc","12206.0","-35.0","18900.0","03-07-2023","https://www.pepper.pl/promocje/rower-szosowy-bianchi-sprint-105-di2-disc-693408"
"693409","Smartfon Samsung Galaxy S23 5G 256GB/8GB - Lavender","NA","NA","NA","03-07-2023","https://www.pepper.pl/promocje/samsung-s23-8256gb-693409"
"693407","Rock Shox Zeb R/170mm/29""/15x110/44mm offset","1513.0","NA","NA","03-07-2023","https://www.pepper.pl/promocje/rock-shox-zeb-r170mm2915x11044mm-offset-693407"
